Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Churn
Male,66,No,Yes,Yes,No,0,Yes,2,17,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,Yes
Female,73,No,Yes,No,No,0,No,0,3,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,Yes
Male,79,No,Yes,Yes,No,0,Yes,1,66,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,Yes
Male,69,No,Yes,Yes,No,0,Yes,1,69,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,Yes
Female,65,No,Yes,Yes,No,0,Yes,2,15,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,Yes
Female,68,No,Yes,No,No,0,No,0,56,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,Yes
Female,79,No,Yes,No,No,0,No,0,21,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,Yes
Female,80,No,Yes,No,No,0,No,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,Yes
Male,77,No,Yes,Yes,No,0,Yes,3,32,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,Yes
Female,65,No,Yes,Yes,No,0,Yes,1,40,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,Yes
Male,66,No,Yes,No,No,0,No,0,2,No Offer,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,Yes
Male,75,No,Yes,No,No,0,No,0,7,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,Yes
Female,74,No,Yes,No,No,0,No,0,31,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,Yes
Female,80,No,Yes,No,No,0,No,0,14,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,Yes
Male,74,No,Yes,No,No,0,No,0,15,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,Yes
Male,70,No,Yes,Yes,No,0,No,0,59,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,Yes
Male,76,No,Yes,Yes,No,0,Yes,3,46,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.7,Yes
Female,72,No,Yes,No,No,0,No,0,25,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.7,Yes
Female,66,No,Yes,No,No,0,No,0,16,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,Yes
Male,75,No,Yes,No,No,0,No,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,Yes
Male,65,No,Yes,Yes,No,0,Yes,1,36,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,Yes
Male,79,No,Yes,No,No,0,No,0,45,No Offer,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,62.7,Yes
Male,73,No,Yes,No,No,0,No,0,25,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,Yes
Male,79,No,Yes,No,No,0,No,0,39,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.65,Yes
Female,70,No,Yes,Yes,No,0,Yes,1,31,Offer C,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,Yes
Male,71,No,Yes,No,No,0,No,0,3,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,Yes
Male,69,No,Yes,No,No,0,No,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,Yes
Female,70,No,Yes,No,No,0,No,0,33,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,Yes
Male,71,No,Yes,Yes,No,0,Yes,1,7,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,Yes
Male,67,No,Yes,No,No,0,No,0,19,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,Yes
Male,67,No,Yes,Yes,No,0,Yes,2,8,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,Yes
Female,69,No,Yes,No,No,0,No,0,13,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,Yes
Male,75,No,Yes,No,No,0,No,0,10,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,Yes
Male,67,No,Yes,No,No,0,No,0,5,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,Yes
Male,66,No,Yes,Yes,No,0,No,0,1,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,Yes
Female,67,No,Yes,No,No,0,No,0,10,Offer D,No,No,Yes,DSL,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,Yes
Male,71,No,Yes,Yes,No,0,Yes,1,53,No Offer,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,Yes
Male,74,No,Yes,Yes,No,0,Yes,1,16,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,Yes
Female,70,No,Yes,No,No,0,No,0,9,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,Yes
Male,76,No,Yes,Yes,No,0,Yes,1,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,Yes
Male,67,No,Yes,Yes,No,0,Yes,1,1,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,Yes
Male,80,No,Yes,No,No,0,No,0,8,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,Yes
Female,67,No,Yes,Yes,No,0,Yes,1,12,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,Yes
Female,68,No,Yes,Yes,No,0,Yes,1,4,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,Yes
Male,69,No,Yes,Yes,No,0,Yes,1,70,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,Yes
Female,80,No,Yes,No,No,0,No,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,Yes
Female,73,No,Yes,Yes,No,0,Yes,1,47,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,Yes
Female,73,No,Yes,Yes,No,0,Yes,1,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,Yes
Male,65,No,Yes,No,No,0,No,0,12,Offer D,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,Yes
Male,73,No,Yes,No,No,0,No,0,53,No Offer,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,Yes
Male,78,No,Yes,Yes,No,0,No,0,41,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,Yes
Male,68,No,Yes,No,No,0,No,0,5,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,Yes
Male,65,No,Yes,Yes,No,0,Yes,1,69,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,Yes
Male,67,No,Yes,No,No,0,No,0,14,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,Yes
Female,70,No,Yes,No,No,0,No,0,32,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,Yes
Female,69,No,Yes,Yes,No,0,Yes,1,50,No Offer,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,Yes
Female,73,No,Yes,No,No,0,No,0,2,No Offer,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,Yes
Male,74,No,Yes,No,No,0,No,0,23,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,Yes
Female,78,No,Yes,No,No,0,No,0,2,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,Yes
Male,77,No,Yes,Yes,No,0,Yes,1,30,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,Yes
Female,70,No,Yes,No,No,0,No,0,1,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,Yes
Female,78,No,Yes,Yes,No,0,No,0,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,Yes
Female,75,No,Yes,No,No,0,No,0,16,No Offer,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,Yes
Female,75,No,Yes,No,No,0,No,0,38,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,Yes
Male,76,No,Yes,No,No,0,No,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,Yes
Male,70,No,Yes,Yes,No,0,Yes,1,17,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,Yes
Male,67,No,Yes,Yes,No,0,Yes,1,3,Offer E,No,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,Yes
Female,69,No,Yes,No,No,0,No,0,1,Offer E,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,Yes
Female,70,No,Yes,Yes,No,0,Yes,1,43,Offer B,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,Yes
Male,74,No,Yes,Yes,No,0,Yes,2,10,No Offer,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,Yes
Female,77,No,Yes,No,No,0,No,0,37,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,Yes
Male,66,No,Yes,Yes,No,0,Yes,1,12,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,Yes
Male,70,No,Yes,No,No,0,No,0,35,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.45,Yes
Female,68,No,Yes,No,No,0,No,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,Yes
Female,65,No,Yes,No,No,0,No,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.45,Yes
Female,76,No,Yes,No,No,0,No,0,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,Yes
Male,73,No,Yes,No,No,0,No,0,38,Offer C,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,Yes
Male,70,No,Yes,No,No,0,No,0,51,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,Yes
Female,68,No,Yes,No,No,0,No,0,5,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15,Yes
Female,77,No,Yes,No,No,0,No,0,2,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,Yes
Female,73,No,Yes,No,No,0,No,0,2,No Offer,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.85,Yes
Male,71,No,Yes,Yes,No,0,Yes,1,1,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,Yes
Male,69,No,Yes,Yes,No,0,Yes,1,53,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,Yes
Male,80,No,Yes,Yes,No,0,Yes,1,51,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,Yes
Male,66,No,Yes,Yes,No,0,No,0,72,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,Yes
Male,79,No,Yes,No,No,0,No,0,5,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,Yes
Male,80,No,Yes,No,No,0,No,0,1,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,Yes
Female,78,No,Yes,No,No,0,No,0,11,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.8,Yes
Female,67,No,Yes,Yes,No,0,Yes,1,50,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,Yes
Male,73,No,Yes,No,No,0,No,0,5,No Offer,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,Yes
Male,75,No,Yes,No,No,0,No,0,5,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,Yes
Male,67,No,Yes,No,No,0,No,0,9,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.45,Yes
Female,75,No,Yes,No,No,0,No,0,2,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,Yes
Male,80,No,Yes,Yes,No,0,Yes,2,51,Offer B,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,Yes
Male,72,No,Yes,Yes,No,0,No,0,26,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,Yes
Female,70,No,Yes,Yes,No,0,Yes,1,18,No Offer,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,Yes
Female,73,No,Yes,Yes,No,0,Yes,1,1,Offer E,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,Yes
Female,75,No,Yes,Yes,No,0,Yes,1,2,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.15,Yes
Male,70,No,Yes,Yes,No,0,Yes,1,29,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,Yes
Female,77,No,Yes,No,No,0,No,0,1,Offer E,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,Yes
Male,80,No,Yes,Yes,No,0,Yes,1,46,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,Yes
Female,78,No,Yes,No,No,0,No,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,Yes
Female,69,No,Yes,No,No,0,No,0,20,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,Yes
Male,71,No,Yes,Yes,No,0,Yes,1,46,Offer B,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.4,Yes
Male,70,No,Yes,No,No,0,No,0,2,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,Yes
Female,66,No,Yes,No,No,0,No,0,1,Offer E,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.8,Yes
Male,77,No,Yes,No,No,0,No,0,41,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.4,Yes
Male,71,No,Yes,Yes,No,0,Yes,1,66,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,Yes
Male,68,No,Yes,No,No,0,No,0,35,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,Yes
Male,71,No,Yes,Yes,No,0,No,0,10,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,Yes
Female,79,No,Yes,No,No,0,No,0,26,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.25,Yes
Female,80,No,Yes,No,No,0,No,0,18,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,Yes
Male,65,No,Yes,No,No,0,No,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,Yes
Female,70,No,Yes,No,No,0,No,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,Yes
Male,68,No,Yes,Yes,No,0,Yes,8,43,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101.0,Yes
Male,80,No,Yes,Yes,No,0,Yes,3,25,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.05,Yes
Male,77,No,Yes,Yes,No,0,Yes,1,36,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,Yes
Male,65,No,Yes,Yes,No,0,Yes,1,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.85,Yes
Male,66,No,Yes,Yes,No,0,Yes,1,41,Offer B,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,Yes
Male,70,No,Yes,No,No,0,No,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.1,Yes
Female,69,No,Yes,No,No,0,No,0,2,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,Yes
Male,66,No,Yes,No,No,0,No,0,49,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,Yes
Female,75,No,Yes,No,No,0,No,0,6,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,Yes
Female,75,No,Yes,Yes,No,0,Yes,1,7,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,Yes
Female,67,No,Yes,No,No,0,No,0,20,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,Yes
Female,75,No,Yes,Yes,No,0,No,0,54,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.5,Yes
Female,74,No,Yes,No,No,0,No,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,Yes
Female,74,No,Yes,No,No,0,No,0,30,No Offer,No,No,Yes,Cable,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,40.3,Yes
Male,67,No,Yes,Yes,No,0,Yes,1,58,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,Yes
Female,74,No,Yes,Yes,No,0,Yes,1,68,No Offer,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,Yes
Female,69,No,Yes,Yes,No,0,Yes,1,24,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,Yes
Male,70,No,Yes,Yes,No,0,Yes,1,27,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,Yes
Female,79,No,Yes,No,No,0,No,0,2,No Offer,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.35,Yes
Female,76,No,Yes,No,No,0,No,0,29,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,98.65,Yes
Male,78,No,Yes,Yes,No,0,Yes,1,5,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.9,Yes
Female,79,No,Yes,No,No,0,No,0,28,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.3,Yes
Male,73,No,Yes,No,No,0,No,0,24,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.95,Yes
Female,74,No,Yes,Yes,No,0,Yes,7,43,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.55,Yes
Male,73,No,Yes,No,No,0,No,0,2,No Offer,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.4,Yes
Male,71,No,Yes,Yes,No,0,Yes,6,66,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.05,Yes
